names,date_x,score,genre,overview,crew,orig_title,orig_lang,budget_x,revenue,country,season,event_week,budget_ranges,sequels,star_actor,audienceScore
castle freak,12/4/2020,46,Horror,"After she’s permanently blinded in a tragic car accident, Rebecca receives some bizarre news: her long-lost mother has recently passed away, leaving her their family’s ancestral castle in rural Albania. Traveling to the estate with a group of friends, Rebecca hopes it will be an opportunity for her to reconnect with a past she never knew and a mother who seemingly left her behind. When mysterious events begin to occur and her friends begin to die, Rebecca must unravel the secrets of her family’s history before she too falls prey to the Castle Freak.","Clair Catherine, Rebecca, Jake Horowitz, John, Kika Magalhães, Lavinia, Chris Galust, The Professor, Emily Sweet, Shelly, Omar Brunson, Larry, Elisha Pratt, Chuck, Genti Kame, Marku, Klodian Hoxha, The Doctor",Castle Freak,English,125900000.0,197992680.8,US,Winter,New Year's Week,Mid Budget,0,1,
the wolf of snow hollow,10/9/2020,62,"Horror, Thriller",A stressed-out police officer struggles not to give in to the paranoia that grips his small mountain town as bodies turn up after each full moon.,"Jim Cummings, John Marshall, Riki Lindhome, Julia Robson, Robert Forster, Sheriff Hadley Marshall, Chloe East, Jenna Marshall, Jimmy Tatro, PJ Palfrey, Marshall Allman, Jeremy, Laura Coover, Monica Bravo, Jessica Park, John's Mother, Annie Hamilton, Brianne Paulson",The Wolf of Snow Hollow,English,2000000.0,239828.0,US,Autumn,None,Low Budget,0,0,
superman: red son,3/1/2020,72,"Science Fiction, Animation, Action","Set in the thick of the Cold War, Red Son introduces us to a Superman who landed in the USSR during the 1950s and grows up to become a Soviet symbol that fights for the preservation of Stalin’s brand of communism.","Jason Isaacs, Superman (voice), Amy Acker, Lois Lane (voice), Diedrich Bader, Lex Luthor (voice), Vanessa Marshall, Diana / Wonder Woman (voice), Phil Morris, James Olsen (voice), Paul Williams, Brainiac (voice), Greg Chun, Ambassador Lee (voice), Roger Craig Smith, Batman (voice), William Salyers, Joseph Stalin / Jack Ryder (voice)",Superman: Red Son,English,138297600.0,444380284.4,AU,Spring,None,Mid Budget,0,0,
south park: the 25th anniversary concert,8/13/2022,78,"Music, Comedy","Trey Parker and Matt Stone celebrate South Park's 25th anniversary with a concert in Colorado, featuring Primus and Ween.","Trey Parker, Self, Matt Stone, Self, Les Claypool, Self (Primus), Larry Lalonde, Self (Primus), Tim Alexander, Self (Primus), Aaron Freeman, Self (Ween), Michael Melchiondo Jr., Self (Ween), Glenn McClelland, Self (Ween), Claude Coleman, Self (Ween)",South Park: The 25th Anniversary Concert,English,70000.0,23889705.6,US,Summer,None,Low Budget,0,1,
swan song,12/17/2021,73,"Drama, Science Fiction","In the near future, Cameron Turner is diagnosed with a terminal illness. Presented with an experimental solution to shield his wife and son from grief, he grapples with altering their fate.","Mahershala Ali, Cameron Turner, Naomie Harris, Poppy Turner, Awkwafina, Kate, Glenn Close, Dr. Eve Scott, Adam Beach, Dalton, Lee Shorten, Rafa, Dax Rey, Hugo, Nyasha Hatendi, Andre, JayR Tinaco, Alex",Swan Song,English,63000000.0,563390197.0,US,Winter,None,Mid Budget,0,1,
el amarre,10/21/2021,70,Horror,"A woman has a crush with a coworker and makes a ritual to make him fall in love with her, but things got a little out of hand when she messes with forces no one can control.","Vadhir Derbez, Daniel, Sofía Espinosa, Julieta, Fabiola Guajardo, Elena, Danae Reynaud, Karla, Jorge Gallegos, Martín",El Amarre,"Spanish, Castilian",128800000.0,366935804.0,MX,Autumn,None,Mid Budget,0,1,
about fate,9/9/2022,75,"Romance, Comedy","Two strangers believe in love but never seem to be able to find its true meaning. In a wild twist of events, fate puts each in the other's path on one stormy New Year's Eve.","Emma Roberts, Margot Hayes, Thomas Mann, Griffin Reed, Lewis Tan, Kip Prescott, Madelaine Petsch, Clementine Pratt, Britt Robertson, Carrie, Fikile Mthwalo, Dana, Cheryl Hines, Judy, Verity Branco, Veronica, Paula Plum, Aunt Sheila",About Fate,English,96200000.0,412160901.0,US,Autumn,None,Mid Budget,0,0,
the sniper,11/19/2021,40,,"The Salvation Society is the most powerful criminal organization in Southeast Asia. Human trafficking, organ trading, drug manufacturing and drug trafficking are rampant. In 2012, the secret service organization planned to capture the leader of the organization, Songpa, but during the ambush, Jin Ming unexpectedly had to save a boy who was about to have his heart harvested, triggering a fierce battle between the two sides. The final mission ended in failure, and two children were saved. The boy is named Jin Tai, and the girl is named Xiao Mei. Under the guidance of Jin Ming, the two became top snipers ten years later. During an operation, Jin Tai was shocked to find that his former mentor was actually a traitor of the Salvation Society. Seeing that their identities were revealed, Jin Ming and Xiao Mei went on a killing spree, blood-washing the spy organization....","Raquel Xu, Li Shanji, Henry Prince Mak, Jin Tai, Michael Tong, Jin Min, Jane Wu, Xiao Mei, Cheng Tao, Ah Lung, Ye Xinyu, Captain",狙击之王,Chinese,101800000.0,842846355.6,CN,Autumn,None,Mid Budget,0,0,
water monster 2,8/20/2021,68,"Thriller, Mystery",We don't have an overview translated in English. Help us expand our database by adding one.,"Wang Zhener, Du Cinlin, Han Dong, Du Jiahao, Liu Lincheng, Shui Sheng, Wang Jianguo, Jiu Shugun, Wang Hongqian, Lao Bai, Guo Jiayi, Xiang Lan, Wang Zirun, , Ziqi Wei, , Wu Hao, Er Bai",水怪2：黑木林,Chinese,117171600.0,389334037.2,CN,Summer,None,Mid Budget,1,1,
the girl on a bulldozer,4/7/2022,73,"Mystery, Drama","Haeyoung is a hopeless girl. She lives with her father who runs a Chinese restaurant, and a younger sibling. One day, her father has a mysterious accident, which places her in a position of responsibility. She is now not only the head of the house and must look after her younger sibling, but also an investigator tasked with finding the truth about the accident, and a fighter standing against the ugly world.","Kim Hye-yoon, Hae-young, Park Hyeok-kwon, Bon-jin, Yesung, Yoo-seok, Oh Man-seok, Choi Young-hwan, Choi Hee-jin, Kyung-jin, Park Hyun-woo, Young-hwan's Son, Park So-eul, Aunt's daughter",불도저에 탄 소녀,Korean,110000000.0,628681408.4,KR,Spring,None,Mid Budget,0,0,
robin robin,10/9/2021,71,"Animation, Adventure, Family",A bird raised by mice begins to question where she belongs and sets off on a daring journey of self-discovery.,"Bronte Carmichael, Robin (voice), Richard E. Grant, Magpie (voice), Gillian Anderson, Cat (voice), Adeel Akhtar, Dad Mouse (voice), Amira Macey-Michael, Dink (voice), Tom Pegler, Pip (voice), Endeavour Clutterbuck, Flynn (voice), Megan Harris, Flin (voice)",Robin Robin,English,86800000.0,637128589.0,GB,Autumn,None,Mid Budget,0,0,
utama,6/9/2022,74,Drama,"In the Bolivian altiplano, Virginio and Sisa, an elderly Quechua couple who have lived a quiet life for years, face an impossible dilemma during an unusually long drought: resist or be defeated by the hostile environment and the relentless passage of time.","José Calcina, Virginio, Luisa Quispe, Sisa, Santos Choque, Clever, Félix Ticona, Estanis, Placide Ali, Eugenia, Candelaria Quispe, Elena, René Calcina, Mototarista, René Pérez, Callawaya, Jorge Yucra Nogales, Doctor",Utama,"Spanish, Castilian",67800000.0,653988016.4,AU,Summer,None,Mid Budget,0,0,
after we leave,2/25/2020,53,"Science Fiction, Drama","A sci-fi drama about a man struggling to find his wife, who he abandoned six years ago, before their visa to emmigrate to an off-world colony expires.","Brian Silverman, Jack, Clay Wilcox, Eric, Anslem Richardson, Morgan, Anita Leeman Torres, Lexi, Joe Sachem, Drifter",After We Leave,English,77400000.0,745706751.2,US,Winter,None,Mid Budget,0,1,
resort to love,7/29/2021,73,"Romance, Comedy",Aspiring pop star Erica ends up as the entertainment at her ex-fiancé’s wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown.,"Christina Milian, Erica, Jay Pharoah, Jason, Sinqua Walls, Caleb, Christiani Pitts, Beverly, Karen Obilom, , Alexander Hodge, , T.J. Power, , Sylvaine Strike, , Jeryl Prescott,",Resort to Love,English,110800000.0,517154102.4,US,Summer,None,Mid Budget,0,1,
the informer,7/1/2020,65,"Drama, Crime, Thriller","In New York, former convict Pete Koslow, related to the Polish mafia, must deal with both Klimek the General, his ruthless boss, and the twisted ambitions of two federal agents, as he tries to survive and protect the lives of his loved ones.","Joel Kinnaman, Pete Koslow, Rosamund Pike, Wilcox, Common, Grens, Ana de Armas, Sofia, Clive Owen, Montgomery, Sam Spruell, Slewitt, Ruth Bradley, Cat, Eugene Lipinski, Klimek the General, Martin McCann, Riley",The Informer,English,60000000.0,2366073.0,AU,Summer,None,Mid Budget,0,0,
the occupant,3/25/2020,63,"Thriller, Drama","An unemployed executive is forced to sell his apartment. When he discovers that he still has the keys, he becomes obsessed with the family that now lives there and decides to recover the life he has lost, at any price.","Javier Gutiérrez, Javier Muñoz, Mario Casas, Tomás, Bruna Cusí, Lara, Ruth Díaz, Marga, Iris Vallés Torres, Mónica, Cristian Muñoz, Dani, David Ramírez, Damián, David Selvas, Darío, David Verdaguer, Raul",Hogar,"Spanish, Castilian",75200000.0,410263644.6,ES,Spring,None,Mid Budget,0,0,
my father's violin,1/21/2022,79,"Drama, Music","Through their shared grief and connection to music, an orphaned girl bonds with her emotionally aloof, successful violinist uncle.","Engin Altan Düzyatan, , Belçim Bilgin, , Selim Erdoğan, , Ayfer Dönmez, , Yiğit Çakır, , Erdem Baş, , Yener Sezgin, , Gülizar Nisa Uray, Özlem, Ulrich Mertin,",Babamın Kemanı,Turkish,128000000.0,560238084.4,US,Winter,None,Mid Budget,0,1,
under wraps,10/1/2021,69,"Family, Comedy, Fantasy","Three friends try to save their mummified friend, Harold, from greedy criminals by returning him to his resting place before midnight on Halloween.","Malachi Barton, Marshall, Christian J. Simon, Gilbert, Sophia Hammons, Amy, Phil Wright, Harold, Melanie Brook, Buzzy, Brent Stait, Mr. Kubot, Jordana Largy, Diane, Jaime M. Callica, Ted, April Cameron, Ms. Pratt",Under Wraps,English,88400000.0,488455456.6,US,Autumn,None,Mid Budget,0,0,
good mourning,5/20/2022,57,Comedy,Movie star London Clash gets his world turned upside down when he must choose between pursuing his one true love and landing a life-changing starring role in a major motion picture.,"Machine Gun Kelly, London Clash, Mod Sun, Dylan, Becky G, Apple, Dove Cameron, Olive, Pete Davidson, Barry, Whitney Cummings, Maxine, Megan Fox, Kennedy, GaTa, Leo, Zach Villa, Angel",Good Mourning,English,7406600.0,21348.0,US,Spring,None,Low Budget,0,0,
para entrar a vivir,8/16/2022,54,"Comedy, Horror",We don't have an overview translated in English. Help us expand our database by adding one.,"Bárbara Goenaga, Ana, Gorka Otxoa, Maxi, Luisa Gavasa, Lucía, Kira Miró, Beti, Jorge Usón, Rafa",Para entrar a vivir,"Spanish, Castilian",96200000.0,281847101.4,ES,Summer,None,Mid Budget,0,1,
maya the bee movie,1/7/2021,62,"Family, Animation","Freshly hatched bee Maya is a little whirlwind and won't follow the rules of the hive. One of these rules is not to trust the hornets that live beyond the meadow. When the Royal Jelly is stolen, the hornets are suspected and Maya is thought to be their accomplice. No one believes that she is the innocent victim and no one will stand by her except for her good-natured and best friend Willy. After a long and eventful journey to the hornets hive Maya and Willy soon discover the true culprit and the two friends finally bond with the other residents of the opulent meadow.","Coco Jack Gillies, Maya (voice), Kodi Smit-McPhee, Willy (voice), Richard Roxburgh, Flip (voice), Noah Taylor, Crawley (voice), Justine Clarke, Miss Cassandra (voice), Miriam Margolyes, The Queen (voice)",Maya the Bee Movie,English,154000000.0,142599067.8,AU,Winter,None,Big Budget,0,0,
run to you,3/17/2022,69,"Comedy, Romance","Gianni is a serial seducer but his life is destined to change when he meets Chiara, a beautiful woman who has had an accident and is paraplegic.","Pierfrancesco Favino, Gianni, Miriam Leone, Chiara, Vanessa Scalera, Luciana, Michele Placido, Padre di Gianni, Pietro Sermonti, Dante, Pilar Fogliati, Alessia, Andrea Pennacchi, don Walter, Giulio Base, Fabio, Piera Degli Esposti, Nonna",Corro da te,Italian,73480000.0,372756516.0,IT,Spring,None,Mid Budget,0,0,
lifemark,10/13/2022,67,Drama,"David's comfortable world is turned upside down when his birth mother Melissa unexpectedly reaches out, longing to meet the eighteen year old son she's only held once.","Raphael Ruggero, David Colton, Kirk Cameron, James Colton, Dawn Long, Melissa Cates, Rebecca Rogers, Susan Colton, Alex Kendrick, Shawn Cates, Marisa Lynae Hampton, Young Melissa Cates, Isabelle Almoyan, Reese, Lowrey Brown, Brian, Ezra DuVall, Presley",Lifemark,English,56600000.0,5021114.0,AU,Autumn,None,Mid Budget,0,0,
i am all girls,5/14/2021,67,"Crime, Drama, Mystery, Thriller",A special crimes investigator forms an unlikely bond with a serial killer to bring down a global child sex trafficking syndicate.,"Erica Wessels, Jodie Snyman, Deon Lotz, FJ Nolte, Masasa Mbangeni, Thamsanqa, Hlubi Mboya, Ntombizonke Bapai, Lizz Meiring, Gert's Girlfriend, Israel Makoe, Pimp, Brendon Daniels, Investigating Officer Samuel Arendse, Mothusi Magano, Captain George Mululeki, J.P.  Du Plessis, Gert de Jager",I Am All Girls,English,126400000.0,505093460.8,US,Spring,None,Mid Budget,0,0,
sneakerella,5/13/2022,60,"Music, Comedy, Family","When El, an aspiring sneaker designer from Queens, meets Kira King, the fiercely independent daughter of legendary basketball star and sneaker tycoon Darius King, sparks fly as the two bond over their mutual affinity for sneakers. With a little nudge from his best friend and a sprinkle of Fairy Godfather magic, El finds the courage to use his talent to pursue his dream of becoming a ‘legit’ sneaker designer in the industry.","Chosen Jacobs, El, Lexi Underwood, Kira King, Kolton Stewart, Zelly, Devyn Nekoda, Sami, Robyn Alomar, Liv, John Salley, Darius King, Yvonne Senat Jones, Denise King, Ryan Wilson, Dancer, Juan Chioran, Gustavo",Sneakerella,English,58000000.0,690731020.0,AU,Spring,None,Mid Budget,0,0,
czyściec,10/24/2022,55,Drama,"From the earliest times, people have wondered what awaits them after death? And although no one has managed to penetrate the core of the mystery, over the centuries there have been people who ... knew and saw more. Fulla Horak, St. Faustina Kowalska, Bl. Father Stanisław Papczyński and St. Padre Pio - these are mystics who received the grace of being visited by the souls in Purgatory and who for a moment could see the final judgment, heaven, hell and what is most mysterious - purgatory.","Małgorzata Kożuchowska, Fulla Horak, Philippe Tłokiński, , Ida Nowakowska, , Kamila Kamińska, , Olga Bończyk, , Marcin Kwaśny, , Maria Niklińska,",Czyściec,English,142000000.0,454488625.8,BR,Autumn,Halloween,Mid Budget,0,1,
manta manta - zwoter teil,3/30/2023,33,"Comedy, Action, Adventure","When a former racer faces the prospect of his car repair shop and go-kart track being foreclosed, he comes up with a daring plan: to win the prize for the big race on the Bilster Berg. He has one month to turn his old Opel into a rocket from the old days, but his ex-wife suddenly enters his life with a request to take care of their son.","Til Schweiger, Bertie, Tina Ruland, Uschi, Tim Oliver Schultz, Daniel, Michael Kessler, Klausi, Moritz Bleibtreu, , Wotan Wilke Möhring, , Emma Schweiger, , Zachi Noy, Eisverkäufer, Axel Stein,",Manta Manta - Zwoter Teil,German,50601000.0,323787336.6,DE,Spring,None,Mid Budget,0,1,
